,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Elliott Fry,CIN,1,1,1,1,0,0,,0
1,Kevin Huber,CIN,,,,,7,311,44.4,57
4,Chase McLaughlin,CLE,3,3,,,0,0,,0
5,Dustin Colquitt,CLE,,,,,4,150,37.5,56
