,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Paulson Adebo,NOR,1,10,6,60.0%,92,15.3,9.2,1,84.2,16.7,82,10,0,0,0,0.0,0,5,0,0.0%
1,Kwon Alexander,NOR,0,4,3,75.0%,43,14.3,10.8,0,109.4,12.8,32,11,1,0,1,0.0,1,3,1,25.0%
2,Ken Crawley,NOR,0,4,3,75.0%,39,13.0,9.8,1,144.8,13.0,33,6,0,0,0,0.0,0,2,0,0.0%
3,Marshon Lattimore,NOR,0,5,3,60.0%,20,6.7,4.0,0,68.7,5.8,-2,22,1,0,0,0.0,0,2,0,0.0%
4,Chauncey Gardner-Johnson,NOR,0,4,3,75.0%,21,7.0,5.3,0,86.5,3.5,8,13,4,0,0,0.0,0,4,1,20.0%
5,Demario Davis,NOR,0,2,2,100.0%,18,9.0,9.0,0,104.2,5.0,10,8,1,1,0,0.0,1,5,0,0.0%
6,Marcus Williams,NOR,0,7,2,28.6%,37,18.5,5.3,0,49.1,14.1,32,5,0,0,0,0.0,0,2,1,33.3%
7,Cameron Jordan,NOR,0,1,1,100.0%,1,1.0,1.0,0,79.2,-4.0,-4,5,0,1,0,1.0,2,2,0,0.0%
8,Malcolm Jenkins,NOR,0,2,1,50.0%,-6,-6.0,-3.0,0,56.2,1.0,-4,-2,0,0,0,0.0,0,2,1,33.3%
9,Marcus Davenport,NOR,0,0,0,,,,,,,,,,0,1,0,1.5,3,2,0,0.0%
10,David Onyemata,NOR,0,0,0,,,,,,,,,,0,1,0,0.5,2,4,0,0.0%
11,Shy Tuttle,NOR,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
12,Jeff Heath,NOR,0,0,0,,,,,,,,,,2,1,0,0.0,1,1,0,0.0%
13,Malcolm Roach,NOR,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
14,Jalyn Holmes,NOR,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
15,Kaden Elliss,NOR,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
17,Fabian Moreau,ATL,0,6,4,66.7%,69,17.3,11.5,1,145.1,14.2,38,31,0,0,0,0.0,0,5,0,0.0%
18,Darren Hall,ATL,0,3,2,66.7%,6,3.0,2.0,1,109.7,7.0,6,0,0,0,0,0.0,0,2,0,0.0%
19,Shawn Williams,ATL,0,5,2,40.0%,23,11.5,4.6,1,94.2,16.2,19,4,3,0,0,0.0,0,11,0,0.0%
20,AJ Terrell,ATL,0,5,2,40.0%,18,9.0,3.6,0,50.4,10.4,7,11,1,0,0,0.0,0,6,0,0.0%
21,Foyesade Oluokun,ATL,0,2,2,100.0%,13,6.5,6.5,0,93.7,5.5,11,2,3,0,0,0.0,0,13,0,0.0%
22,Deion Jones,ATL,0,2,2,100.0%,28,14.0,14.0,1,158.3,4.5,9,19,0,0,0,0.0,0,6,1,14.3%
23,Dante Fowler,ATL,0,1,1,100.0%,34,34.0,34.0,0,118.7,9.0,9,25,2,1,0,0.0,1,3,0,0.0%
24,Adetokunbo Ogundeji,ATL,0,2,1,50.0%,2,2.0,1.0,0,56.2,0.0,0,2,0,0,0,0.0,0,5,1,16.7%
25,Mykal Walker,ATL,0,1,1,100.0%,26,26.0,26.0,0,118.7,17.0,17,9,1,0,0,0.0,0,5,0,0.0%
26,Brandon Copeland,ATL,0,1,1,100.0%,3,3.0,3.0,0,79.2,-7.0,-7,10,0,0,0,0.0,0,6,0,0.0%
27,Steven Means,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,1,20.0%
28,Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
29,Duron Harmon,ATL,0,1,0,0.0%,,,0.0,,39.6,24.0,,,0,0,0,0.0,0,4,0,0.0%
30,Ta'Quon Graham,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
