,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Myers,SEA,5,5,1,1,0,0,,0
1,Michael Dickson,SEA,,,,,2,78,39.0,41
4,Matt Prater,ARI,3,3,3,3,0,0,,0
5,Andy Lee,ARI,,,,,3,154,51.3,57
