,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Ameer Abdullah,CAR,4,116,29.0,0,39,0,0,,0,0
3,Jaelon Darden,TAM,3,75,25.0,0,34,1,4,4.0,0,4
