,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Ryan Tannehill,TEN,23,32,287,4,0,1,6,36,138.9,2,-2,0,-1,0,0,0,0,0,0,0
1,D'Onta Foreman,TEN,0,0,0,0,0,0,0,0,,21,69,0,16,2,1,15,0,15,1,0
2,Dontrell Hilliard,TEN,0,0,0,0,0,0,0,0,,9,57,0,16,1,1,1,0,1,0,0
3,Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,78,1,36,0,0
4,A.J. Brown,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,68,1,24,0,0
5,Julio Jones,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,58,1,19,0,0
6,Anthony Firkser,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,56,1,24,0,0
7,Khari Blasingame,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0
8,Chester Rogers,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0,4,1,0
9,Geoff Swaim,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0
10,Racey McMath,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
13,Davis Mills,HOU,23,33,301,3,0,2,12,37,128.5,4,12,0,11,0,0,0,0,0,0,0
14,David Johnson,HOU,0,0,0,0,0,0,0,0,,5,28,0,15,4,3,8,0,7,0,0
15,Rex Burkhead,HOU,0,0,0,0,0,0,0,0,,12,24,0,6,4,3,42,0,20,0,0
16,Danny Amendola,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,113,2,37,0,0
17,Nico Collins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,67,0,30,0,0
18,Chris Moore,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,38,1,28,0,0
19,Brandin Cooks,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,0,25,0,0
20,Antony Auclair,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
