,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Rigoberto Sanchez,IND,,,,,2,78,39.0,45
1,Michael Badgley,IND,,,1,1,0,0,,0
4,Matthew Wright,JAX,2,2,4,4,0,0,,0
5,Joseph Charlton,JAX,,,,,3,152,50.7,57
