,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Zuerlein,DAL,6,7,1,1,0,0,,0
1,Bryan Anger,DAL,,,,,1,44,44.0,44
4,Jake Elliott,PHI,2,2,2,2,0,0,,0
5,Arryn Siposs,PHI,,,,,3,87,29.0,42
