,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Mac Jones,NWE,20,30,261,1,1,2,16,39,91.1,3,4,0,2,0,0,0,0,0,1,1
1,Brandon Bolden,NWE,0,0,0,0,0,0,0,0,,7,46,1,19,2,2,20,1,18,0,0
2,Damien Harris,NWE,0,0,0,0,0,0,0,0,,11,37,1,7,4,4,36,0,13,0,0
3,Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,4,34,0,12,2,1,2,0,2,0,0
4,Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,1,8,0,8,4,3,24,0,17,0,0
5,Jonnu Smith,NWE,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0
6,Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,86,0,35,0,0
7,Jakobi Meyers,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,70,0,39,1,1
8,Nelson Agholor,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,23,0,23,0,0
9,N'Keal Harry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
12,Tua Tagovailoa,MIA,15,22,109,1,0,1,6,17,94.7,5,38,0,23,0,0,0,0,0,0,0
13,Duke Johnson,MIA,0,0,0,0,0,0,0,0,,25,117,1,27,1,1,5,0,5,0,0
14,Phillip Lindsay,MIA,0,0,0,0,0,0,0,0,,11,40,0,7,0,0,0,0,0,0,0
15,Michael Palardy,MIA,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0
16,Durham Smythe,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,32,0,17,0,0
17,Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,27,1,9,0,0
18,Mike Gesicki,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,22,0,13,0,0
19,DeVante Parker,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,12,0,9,0,0
20,Mack Hollins,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
21,Myles Gaskin,MIA,0,0,0,0,0,0,0,0,,1,-1,0,-1,3,3,11,0,7,0,0
