,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Eddy Pineiro,NYJ,1,1,1,1,0,0,,0
1,Braden Mann,NYJ,,,,,10,497,49.7,60
4,Tyler Bass,BUF,3,3,2,2,0,0,,0
5,Matt Haack,BUF,,,,,7,237,33.9,53
