,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Antonio Gibson,WAS,21,146,6,68,3.2,78,3.7,0,
1,Jonathan Williams,WAS,7,45,4,9,1.3,36,5.1,1,7.0
2,Jaret Patterson,WAS,6,21,,12,2.0,9,1.5,0,
3,Taylor Heinicke,WAS,2,3,1,3,1.5,0,0.0,0,
4,DeAndre Carter,WAS,1,11,1,8,8.0,3,3.0,0,
6,Saquon Barkley,NYG,11,30,0,16,1.5,14,1.3,0,
7,Devontae Booker,NYG,8,14,1,3,0.4,11,1.4,0,
8,Jake Fromm,NYG,5,53,3,20,4.0,33,6.6,0,
9,Alex Bachman,NYG,1,-3,,-3,-3.0,0,0.0,0,
