,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Trevor Siemian,NOR,9,15,71,4,25.0,96,6.4,31,3.4,2.1,40,4.4,0,0.0%,2,14.3%,1,5,2,0,3,18.8%,0,
1,Taysom Hill,NOR,7,9,107,5,55.6,97,10.8,45,6.4,5.0,62,8.9,0,0.0%,2,22.2%,0,3,0,0,0,0.0%,2,3.5
3,Matt Ryan,ATL,20,33,216,9,25.0,341,10.3,153,7.7,4.6,63,3.2,1,3.2%,6,19.4%,3,8,5,2,10,27.0%,1,2.0
