,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Robbie Gould,SFO,3,3,2,2,2,90,45.0,47
1,Mitch Wishnowsky,SFO,,,,,2,85,42.5,43
4,Matt Gay,LAR,3,3,1,1,0,0,,0
5,Johnny Hekker,LAR,,,,,4,198,49.5,59
