,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Sam Darnold,CAR,29,42,219,10,22.7,270,6.4,68,2.3,1.6,151,5.2,2,4.9%,4,9.8%,2,17,7,4,13,26.5%,5,3.8
1,Brandon Zylstra,CAR,0,1,0,,,13,13.0,0,,0.0,0,,0,0.0%,1,100.0%,0,0,0,0,0,0.0%,0,
3,Tom Brady,TAM,29,37,326,15,39.5,280,7.6,179,6.2,4.8,147,5.1,1,2.7%,7,18.9%,1,11,3,1,5,13.2%,0,
4,Blaine Gabbert,TAM,0,2,0,,,30,15.0,0,,0.0,0,,0,0.0%,1,50.0%,0,0,0,0,0,0.0%,0,
