,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Randy Bullock,TEN,4,4,,1,0,0,,0
1,Brett Kern,TEN,,,,,4,197,49.3,53
4,Ka'imi Fairbairn,HOU,2,2,1,1,0,0,,0
5,Cameron Johnston,HOU,,,,,5,213,42.6,50
