,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Carson Wentz,IND,17,29,185,8,22.9,308,10.6,114,6.7,3.9,71,4.2,1,3.4%,6,20.7%,6,5,1,4,11,28.9%,3,5.7
2,Trevor Lawrence,JAX,23,32,223,11,33.3,185,5.8,130,5.7,4.1,93,4.0,5,15.6%,3,9.4%,1,10,2,1,4,11.1%,3,4.7
