,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Braxton Berrios,NYJ,0,0,,0,0,2,23,11.5,0,12
3,Tommylee Lewis,MIA,0,0,,0,0,1,5,5.0,0,5
