,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Cam Newton,CAR,15,71,7,28,1.9,43,2.9,1,15.0
1,Chuba Hubbard,CAR,8,40,1,26,3.3,14,1.8,0,
2,Ameer Abdullah,CAR,4,7,0,3,0.8,4,1.0,0,
3,Robby Anderson,CAR,2,33,1,1,0.5,32,16.0,0,
5,Devin Singletary,BUF,22,86,4,49,2.2,37,1.7,1,22.0
6,Josh Allen,BUF,3,24,1,-2,-0.7,26,8.7,1,3.0
7,Matt Breida,BUF,1,1,,0,0.0,1,1.0,0,
8,Isaiah McKenzie,BUF,1,8,1,2,2.0,6,6.0,0,
