,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Mecole Hardman,KAN,0,0,,0,0,1,8,8.0,0,8
1,Byron Pringle,KAN,1,19,19.0,0,19,0,0,,0,0
4,Andre Roberts,LAC,1,75,75.0,0,75,0,0,,0,0
