,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Justin Jefferson,MIN,10,4,47,1,3,38,9.5,9,2.3,15.3,0,,0,0.0,1,48.7
1,K.J. Osborn,MIN,3,3,21,0,1,15,5.0,6,2.0,5.0,0,,0,0.0,0,95.8
2,Dalvin Cook,MIN,3,2,2,0,0,-9,-4.5,11,5.5,-3.0,0,,0,0.0,0,70.1
3,Tyler Conklin,MIN,3,1,7,0,,5,5.0,2,2.0,17.7,0,,0,0.0,0,42.4
4,C.J. Ham,MIN,1,1,3,0,,1,1.0,2,2.0,1.0,0,,0,0.0,0,79.2
5,Ihmir Smith-Marsette,MIN,2,1,7,1,1,7,7.0,0,0.0,18.0,0,,0,0.0,0,97.9
7,Cole Kmet,CHI,9,6,71,0,1,39,6.5,32,5.3,6.7,0,,2,22.2,0,90.5
8,Damiere Byrd,CHI,6,5,62,0,4,43,8.6,19,3.8,8.3,0,,1,16.7,0,109.7
9,David Montgomery,CHI,6,5,23,0,1,15,3.0,8,1.6,4.2,0,,0,0.0,0,82.6
10,Darnell Mooney,CHI,7,5,63,0,3,48,9.6,15,3.0,10.1,1,5.0,0,0.0,0,99.1
11,Khalil Herbert,CHI,4,3,34,0,2,15,5.0,19,6.3,5.0,0,,1,25.0,0,100.0
12,Jimmy Graham,CHI,2,1,13,0,1,11,11.0,2,2.0,10.0,0,,1,50.0,0,70.8
13,Jesper Horsted,CHI,1,1,19,1,1,19,19.0,0,0.0,19.0,0,,0,0.0,0,158.3
14,Dazz Newsome,CHI,1,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6
