,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Austin Jackson,T,MIA,71,100%,0,0%,5,17%
1,Robert Hunt,G,MIA,71,100%,0,0%,5,17%
2,Jesse Davis,T,MIA,71,100%,0,0%,5,17%
3,Liam Eichenberg,T,MIA,71,100%,0,0%,0,0%
4,Michael Deiter,C,MIA,71,100%,0,0%,0,0%
5,Tua Tagovailoa,QB,MIA,68,96%,0,0%,0,0%
6,Durham Smythe,TE,MIA,65,92%,0,0%,14,47%
7,DeVante Parker,WR,MIA,63,89%,0,0%,0,0%
8,Mike Gesicki,TE,MIA,45,63%,0,0%,0,0%
9,Duke Johnson,RB,MIA,41,58%,0,0%,0,0%
10,Albert Wilson,WR,MIA,41,58%,0,0%,0,0%
11,Myles Gaskin,RB,MIA,26,37%,0,0%,0,0%
12,Hunter Long,TE,MIA,23,32%,0,0%,0,0%
13,Isaiah Ford,WR,MIA,19,27%,0,0%,0,0%
14,Mack Hollins,WR,MIA,13,18%,0,0%,18,60%
15,Robert Jones,G,MIA,10,14%,0,0%,5,17%
16,Preston Williams,WR,MIA,6,8%,0,0%,2,7%
17,Jacoby Brissett,QB,MIA,3,4%,0,0%,0,0%
18,Christian Wilkins,DT,MIA,2,3%,42,74%,12,40%
19,Cethan Carter,TE,MIA,1,1%,0,0%,18,60%
20,Byron Jones,CB,MIA,0,0%,57,100%,4,13%
21,Nik Needham,CB,MIA,0,0%,57,100%,3,10%
22,Jerome Baker,LB,MIA,0,0%,57,100%,0,0%
23,Xavien Howard,CB,MIA,0,0%,57,100%,0,0%
24,Andrew Van Ginkel,LB,MIA,0,0%,47,82%,20,67%
25,Jaelan Phillips,LB,MIA,0,0%,41,72%,0,0%
26,Justin Coleman,CB,MIA,0,0%,36,63%,10,33%
27,Brandon Jones,SS,MIA,0,0%,36,63%,6,20%
28,Emmanuel Ogbah,DE,MIA,0,0%,35,61%,4,13%
29,Eric Rowe,SS,MIA,0,0%,33,58%,0,0%
30,Elandon Roberts,LB,MIA,0,0%,32,56%,4,13%
31,Raekwon Davis,NT,MIA,0,0%,31,54%,5,17%
32,Zach Sieler,DT,MIA,0,0%,28,49%,12,40%
33,Adam Butler,DE,MIA,0,0%,28,49%,3,10%
34,Duke Riley,LB,MIA,0,0%,9,16%,18,60%
