,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Younghoe Koo,ATL,1,1,2,2,0,0,,0
1,Thomas Morstead,ATL,,,,,2,99,49.5,53
4,Robbie Gould,SFO,4,4,1,1,0,0,,0
5,Mitch Wishnowsky,SFO,,,,,4,196,49.0,60
