,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Andy Lee,ARI,,,,,3,132,44.0,49
1,Matt Prater,ARI,,,2,2,0,0,,0
4,Riley Patterson,DET,3,3,3,3,0,0,,0
5,Jack Fox,DET,,,,,3,133,44.3,55
