,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,K.J. Osborn,MIN,0,0,,0,0,3,16,5.3,0,11
1,Kene Nwangwu,MIN,2,51,25.5,0,33,0,0,,0,0
4,Jakeem Grant,CHI,0,0,,0,0,2,5,2.5,0,6
5,Damiere Byrd,CHI,0,0,,0,0,1,0,0.0,0,0
6,Khalil Herbert,CHI,2,61,30.5,0,34,0,0,,0,0
