,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Zuerlein,DAL,,2,3,3,0,0,,0
1,Bryan Anger,DAL,,,,,4,160,40.0,50
4,Riley Dixon,NYG,,,,,2,101,50.5,51
5,Graham Gano,NYG,,,2,2,0,0,,0
