,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Rondale Moore,ARI,2,48,24.0,0,31,2,18,9.0,0,12
1,Andy Isabella,ARI,1,31,31.0,0,31,0,0,,0,0
4,Kalif Raymond,DET,0,0,,0,0,2,24,12.0,0,14
5,Godwin Igwebuike,DET,1,17,17.0,0,17,0,0,,0,0
