,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Chauncey Gardner-Johnson,NOR,1,11,7,63.6%,49,7.0,4.5,0,35.8,6.5,28,21,0,0,0,0.0,0,7,2,22.2%
1,Demario Davis,NOR,0,7,5,71.4%,28,5.6,4.0,0,78.3,1.7,9,19,4,0,0,0.0,0,7,2,22.2%
2,Marshon Lattimore,NOR,0,8,4,50.0%,39,9.8,4.9,0,64.1,16.9,34,5,0,0,0,0.0,0,4,0,0.0%
3,Malcolm Jenkins,NOR,0,9,4,44.4%,50,12.5,5.6,0,62.3,13.7,41,9,0,0,0,0.0,0,4,1,20.0%
4,Kwon Alexander,NOR,0,7,3,42.9%,15,5.0,2.1,0,50.3,1.9,-3,18,2,0,0,0.0,0,1,1,50.0%
5,Marcus Williams,NOR,0,3,2,66.7%,28,14.0,9.3,0,96.5,11.3,19,9,0,0,0,0.0,0,5,1,16.7%
6,Bradley Roby,NOR,0,2,2,100.0%,14,7.0,7.0,0,95.8,4.5,9,5,0,0,0,0.0,0,2,0,0.0%
7,P.J. Williams,NOR,0,1,1,100.0%,5,5.0,5.0,0,87.5,5.0,5,0,0,0,0,0.0,0,3,0,0.0%
8,Pete Werner,NOR,0,1,1,100.0%,8,8.0,8.0,0,100.0,-4.0,-4,12,0,0,0,0.0,0,2,0,0.0%
9,Carl Granderson,NOR,0,1,1,100.0%,3,3.0,3.0,0,79.2,1.0,1,2,0,0,0,0.0,0,2,2,50.0%
10,Paulson Adebo,NOR,0,3,1,33.3%,23,23.0,7.7,0,61.8,15.7,17,6,0,0,0,0.0,0,3,0,0.0%
11,Cameron Jordan,NOR,0,0,0,,,,,,,,,,0,2,1,2.0,5,5,0,0.0%
12,David Onyemata,NOR,0,0,0,,,,,,,,,,0,0,2,1.0,3,6,1,14.3%
13,Marcus Davenport,NOR,0,0,0,,,,,,,,,,0,1,0,1.0,2,3,1,25.0%
14,Zack Baun,NOR,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
16,Sean Murphy-Bunting,TAM,0,10,4,40.0%,87,21.8,8.7,0,71.7,12.5,71,16,1,0,0,0.0,0,5,0,0.0%
17,Jordan Whitehead,TAM,0,6,3,50.0%,19,6.3,3.2,0,56.9,7.3,11,8,2,1,0,0.0,1,8,1,11.1%
18,Lavonte David,TAM,0,1,1,100.0%,3,3.0,3.0,0,79.2,3.0,3,0,1,0,0,1.0,1,11,0,0.0%
19,Jason Pierre-Paul,TAM,0,1,1,100.0%,8,8.0,8.0,0,100.0,5.0,5,3,7,1,0,0.0,1,2,0,0.0%
20,Rakeem Nunez-Roches,TAM,0,1,1,100.0%,17,17.0,17.0,0,118.7,2.0,2,15,0,0,0,0.0,0,2,0,0.0%
21,Carlton Davis,TAM,0,3,1,33.3%,7,7.0,2.3,0,42.4,6.0,3,4,0,0,0,0.0,0,2,0,0.0%
22,Devin White,TAM,0,3,1,33.3%,4,4.0,1.3,0,42.4,4.7,4,0,4,0,0,0.0,0,8,2,20.0%
23,Pierre Desir,TAM,0,2,1,50.0%,9,9.0,4.5,0,62.5,14.0,6,3,0,0,0,0.0,0,0,1,100.0%
24,Joe Tryon-Shoyinka,TAM,0,0,0,,,,,,,,,,3,4,0,1.0,5,4,0,0.0%
25,Shaquil Barrett,TAM,0,0,0,,,,,,,,,,5,2,1,0.0,3,0,0,
26,Ndamukong Suh,TAM,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
27,Anthony Nelson,TAM,0,0,0,,,,,,,,,,3,0,0,0.0,0,1,0,0.0%
28,Cam Gill,TAM,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,
29,Andrew Adams,TAM,0,1,0,0.0%,,,0.0,,39.6,18.0,,,0,0,0,0.0,0,4,0,0.0%
