,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Easop Winston,NOR,0,0,,0,0,3,38,12.7,0,34
3,Jaelon Darden,TAM,2,33,16.5,0,17,7,41,5.9,0,11
