,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Amari Rodgers,GNB,2,47,23.5,0,26,0,0,,0,0
1,Jonathan Garvin,GNB,1,0,0.0,0,0,0,0,,0,0
2,Aaron Jones,GNB,1,9,9.0,0,9,0,0,,0,0
3,Malik Taylor,GNB,1,20,20.0,0,20,0,0,,0,0
6,Devin Duvernay,BAL,4,105,26.3,0,34,0,0,,0,0
