,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Aaron Jones,GNB,13,58,2,30,2.3,28,2.2,1,13.0
1,AJ Dillon,GNB,7,22,2,11,1.6,11,1.6,0,
2,Aaron Rodgers,GNB,4,11,0,10,2.5,1,0.3,0,
3,Allen Lazard,GNB,1,5,0,3,3.0,2,2.0,0,
5,Tyler Huntley,BAL,13,73,7,68,5.2,5,0.4,0,
6,Latavius Murray,BAL,7,48,3,22,3.1,26,3.7,3,2.3
7,Devonta Freeman,BAL,6,22,,13,2.2,9,1.5,0,
