,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Joe Burrow,CIN,15,22,157,5,20.0,161,7.3,67,4.5,3.0,90,6.0,0,0.0%,4,19.0%,3,3,3,2,8,27.6%,4,6.5
2,Teddy Bridgewater,DEN,12,22,98,4,16.7,170,7.7,35,2.9,1.6,63,5.3,2,10.0%,5,25.0%,2,7,2,1,5,20.0%,1,6.0
3,Drew Lock,DEN,6,12,88,4,30.8,168,14.0,48,8.0,4.0,40,6.7,1,8.3%,3,25.0%,1,5,0,1,2,15.4%,0,
