,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Harrison Butker,KAN,2,2,2,2,0,0,,0
1,Tommy Townsend,KAN,,,,,1,32,32.0,32
4,Dustin Hopkins,LAC,4,4,,,0,0,,0
5,Ty Long,LAC,,,,,1,41,41.0,41
