,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Russell Gage,ATL,12,8,91,1,4,80,10.0,11,1.4,9.3,1,8.0,1,8.3,0,117.0
1,Kyle Pitts,ATL,7,4,77,0,3,48,12.0,29,7.3,12.7,1,4.0,2,28.6,0,95.5
2,Olamide Zaccheaus,ATL,2,2,53,0,1,48,24.0,5,2.5,24.0,0,,0,0.0,0,118.7
3,Cordarrelle Patterson,ATL,2,2,5,0,,0,0.0,5,2.5,0.0,0,,0,0.0,0,79.2
4,Hayden Hurst,ATL,2,2,6,0,,0,0.0,6,3.0,0.0,1,2.0,0,0.0,0,79.2
5,Qadree Ollison,ATL,1,1,4,0,,3,3.0,1,1.0,3.0,0,,0,0.0,0,83.3
6,Mike Davis,ATL,1,0,0,0,0,0,,0,,1.0,0,,0,0.0,0,39.6
7,Tajae Sharpe,ATL,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
8,Lee Smith,ATL,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
9,Christian Blake,ATL,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
11,George Kittle,SFO,6,6,93,0,4,50,8.3,43,7.2,8.3,1,6.0,0,0.0,0,118.7
12,Deebo Samuel,SFO,5,4,60,0,3,15,3.8,45,11.3,4.8,1,4.0,0,0.0,0,116.7
13,Jauan Jennings,SFO,6,3,28,1,3,12,4.0,16,5.3,6.7,1,3.0,2,33.3,0,102.8
14,Jeff Wilson,SFO,2,2,9,0,0,-5,-2.5,14,7.0,-2.5,0,,0,0.0,0,85.4
15,Kyle Juszczyk,SFO,1,1,6,0,0,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7
16,Brandon Aiyuk,SFO,2,1,36,0,1,10,10.0,26,26.0,12.5,0,,0,0.0,0,95.8
17,Jamycal Hasty,SFO,1,1,3,0,0,0,0.0,3,3.0,0.0,0,,0,0.0,0,79.2
18,Trent Sherfield,SFO,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
