,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Myers,SEA,1,1,1,1,0,0,,0
1,Michael Dickson,SEA,,,,,6,297,49.5,59
4,Matt Gay,LAR,2,2,2,2,0,0,,0
5,Johnny Hekker,LAR,,,,,3,130,43.3,51
