,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Joseph,MIN,2,2,1,1,0,0,,0
1,Jordan Berry,MIN,,,,,7,295,42.1,61
4,Pat O'Donnell,CHI,,,,,3,161,53.7,72
5,Cairo Santos,CHI,,,1,2,0,0,,0
