,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Mason Crosby,GNB,4,4,1,1,0,0,,0
1,Corey Bojorquez,GNB,,,,,3,146,48.7,59
4,Justin Tucker,BAL,3,3,1,1,0,0,,0
5,Sam Koch,BAL,,,,,1,42,42.0,42
