,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Trent Taylor,CIN,1,23,23.0,0,23,3,22,7.3,0,12
3,Diontae Spencer,DEN,0,0,,0,0,2,18,9.0,0,18
