,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Joel Bitonio,G,CLE,56,100%,0,0%,3,12%
1,J.C. Tretter,C,CLE,56,100%,0,0%,3,12%
2,Wyatt Teller,G,CLE,56,100%,0,0%,3,12%
3,Michael Dunn,G,CLE,56,100%,0,0%,3,12%
4,Blake Hance,G,CLE,56,100%,0,0%,3,12%
5,Nick Mullens,QB,CLE,56,100%,0,0%,0,0%
6,David Njoku,TE,CLE,56,100%,0,0%,0,0%
7,Donovan Peoples-Jones,WR,CLE,52,93%,0,0%,5,19%
8,Rashard Higgins,WR,CLE,44,79%,0,0%,0,0%
9,Nick Chubb,RB,CLE,37,66%,0,0%,0,0%
10,Demetric Felton,RB,CLE,29,52%,0,0%,4,15%
11,Harrison Bryant,TE,CLE,22,39%,0,0%,3,12%
12,D'Ernest Johnson,RB,CLE,18,32%,0,0%,4,15%
13,Anthony Schwartz,WR,CLE,13,23%,0,0%,0,0%
14,Andy Janovich,FB,CLE,8,14%,0,0%,15,58%
15,Miller Forristall,TE,CLE,1,2%,0,0%,11,42%
16,M.J. Stewart,SS,CLE,0,0%,69,100%,13,50%
17,Greedy Williams,CB,CLE,0,0%,69,100%,4,15%
18,Denzel Ward,CB,CLE,0,0%,69,100%,4,15%
19,Jeremiah Owusu-Koramoah,LB,CLE,0,0%,62,90%,3,12%
20,Myles Garrett,DE,CLE,0,0%,60,87%,5,19%
21,John Johnson,FS,CLE,0,0%,58,84%,0,0%
22,Jovante Moffatt,SS,CLE,0,0%,54,78%,7,27%
23,Sheldon Day,DT,CLE,0,0%,52,75%,4,15%
24,Anthony Walker,LB,CLE,0,0%,42,61%,7,27%
25,Jordan Elliott,DT,CLE,0,0%,38,55%,4,15%
26,Malik Jackson,DT,CLE,0,0%,38,55%,2,8%
27,Malcolm Smith,LB,CLE,0,0%,34,49%,6,23%
28,Porter Gustin,DE,CLE,0,0%,32,46%,18,69%
29,Takkarist McKinley,DE,CLE,0,0%,29,42%,4,15%
30,Joe Jackson,DE,CLE,0,0%,17,25%,5,19%
31,Sione Takitaki,LB,CLE,0,0%,14,20%,16,62%
32,Richard LeCounte,FS,CLE,0,0%,11,16%,10,38%
33,Tommy Togiai,DT,CLE,0,0%,11,16%,2,8%
34,Elijah Lee,LB,CLE,0,0%,0,0%,23,88%
35,Herb Miller,CB,CLE,0,0%,0,0%,19,73%
36,Brian Allen,CB,CLE,0,0%,0,0%,13,50%
37,Charley Hughlett,LS,CLE,0,0%,0,0%,10,38%
38,Willie Harvey,LB,CLE,0,0%,0,0%,10,38%
39,Dustin Colquitt,P,CLE,0,0%,0,0%,10,38%
40,Ja'Marcus Bradley,WR,CLE,0,0%,0,0%,9,35%
41,John Kelly,RB,CLE,0,0%,0,0%,6,23%
42,Chase McLaughlin,K,CLE,0,0%,0,0%,6,23%
43,Tedric Thompson,FS,CLE,0,0%,0,0%,3,12%
44,Hjalte Froholdt,G,CLE,0,0%,0,0%,3,12%
45,Nick Harris,C,CLE,0,0%,0,0%,3,12%
0,Foster Moreau,TE,LVR,69,100%,0,0%,9,35%
1,Alex Leatherwood,T,LVR,69,100%,0,0%,4,15%
2,Kolton Miller,T,LVR,69,100%,0,0%,4,15%
3,Brandon Parker,T,LVR,69,100%,0,0%,4,15%
4,John Simpson,G,LVR,69,100%,0,0%,4,15%
5,Andre James,C,LVR,69,100%,0,0%,0,0%
6,Derek Carr,QB,LVR,68,99%,0,0%,0,0%
7,Zay Jones,WR,LVR,59,86%,0,0%,0,0%
8,Hunter Renfrow,WR,LVR,54,78%,0,0%,7,27%
9,Bryan Edwards,WR,LVR,48,70%,0,0%,0,0%
10,Josh Jacobs,RB,LVR,45,65%,0,0%,0,0%
11,DeSean Jackson,WR,LVR,20,29%,0,0%,0,0%
12,Peyton Barber,RB,LVR,13,19%,0,0%,3,12%
13,Daniel Helm,TE,LVR,11,16%,0,0%,12,46%
14,Jalen Richard,RB,LVR,11,16%,0,0%,3,12%
15,Sutton Smith,FB,LVR,7,10%,0,0%,7,27%
16,Marcus Mariota,QB,LVR,4,6%,0,0%,0,0%
17,Nick Bowers,TE,LVR,3,4%,0,0%,3,12%
18,Tyron Johnson,WR,LVR,2,3%,0,0%,4,15%
19,Trevon Moehrig,FS,LVR,0,0%,56,100%,13,50%
20,Brandon Facyson,CB,LVR,0,0%,56,100%,12,46%
21,K.J. Wright,LB,LVR,0,0%,56,100%,1,4%
22,Casey Hayward,CB,LVR,0,0%,56,100%,0,0%
23,Johnathan Abram,SS,LVR,0,0%,45,80%,3,12%
24,Maxx Crosby,DE,LVR,0,0%,43,77%,4,15%
25,Quinton Jefferson,DT,LVR,0,0%,40,71%,4,15%
26,Yannick Ngakoue,DE,LVR,0,0%,40,71%,1,4%
27,Divine Deablo,LB,LVR,0,0%,34,61%,15,58%
28,Keisean Nixon,CB,LVR,0,0%,34,61%,15,58%
29,Johnathan Hankins,NT,LVR,0,0%,33,59%,3,12%
30,Solomon Thomas,DT,LVR,0,0%,25,45%,4,15%
31,Marquel Lee,LB,LVR,0,0%,22,39%,22,85%
32,Dallin Leavitt,FS,LVR,0,0%,17,30%,21,81%
33,Clelin Ferrell,DE,LVR,0,0%,16,29%,17,65%
34,Darius Philon,DT,LVR,0,0%,14,25%,0,0%
35,Carl Nassib,DE,LVR,0,0%,13,23%,0,0%
36,Roderic Teamer,CB,LVR,0,0%,11,20%,18,69%
37,Cory Littleton,LB,LVR,0,0%,5,9%,19,73%
38,Trent Sieg,LS,LVR,0,0%,0,0%,9,35%
39,AJ Cole III,P,LVR,0,0%,0,0%,9,35%
40,Daniel Carlson,K,LVR,0,0%,0,0%,8,31%
41,Patrick Onwuasor,LB,LVR,0,0%,0,0%,7,27%
