,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Chester Rogers,TEN,2,40,20.0,0,21,2,48,24.0,0,55
3,Ray-Ray McCloud,PIT,2,38,19.0,0,20,3,39,13.0,0,17
