,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,DeAndre Carter,WAS,2,67,33.5,0,39,0,0,,0,0
3,Jalen Reagor,PHI,0,0,,0,0,3,22,7.3,0,11
4,Kenneth Gainwell,PHI,3,71,23.7,0,31,0,0,,0,0
