,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Josh Jacobs,LVR,15,52,3,20,1.3,32,2.1,1,15.0
1,Peyton Barber,LVR,5,34,1,18,3.6,16,3.2,1,5.0
2,Derek Carr,LVR,3,7,0,5,1.7,2,0.7,0,
3,Dallin Leavitt,LVR,1,2,1,1,1.0,1,1.0,0,
4,Marcus Mariota,LVR,1,3,,2,2.0,1,1.0,0,
6,Nick Chubb,CLE,23,91,3,43,1.9,48,2.1,1,23.0
7,D'Ernest Johnson,CLE,1,-2,,-2,-2.0,0,0.0,0,
