,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Randy Bullock,TEN,1,1,2,2,0,0,,0
1,Brett Kern,TEN,,,,,3,143,47.7,54
4,Chris Boswell,PIT,1,1,4,5,0,0,,0
5,Pressley Harvin III,PIT,,,,,5,199,39.8,51
