,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Ka'imi Fairbairn,HOU,3,3,3,3,0,0,,0
1,Cameron Johnston,HOU,,,,,4,193,48.3,55
4,Matthew Wright,JAX,1,1,3,3,0,0,,0
5,Logan Cooke,JAX,,,,,5,237,47.4,54
