,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Daniel Carlson,LVR,1,1,3,3,0,0,,0
1,AJ Cole III,LVR,,,,,4,177,44.3,49
4,Chase McLaughlin,CLE,2,2,,1,0,0,,0
5,Dustin Colquitt,CLE,,,,,7,313,44.7,51
