,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Zach Wilson,NYJ,13,23,170,0,0,6,44,24,80.0,4,12,1,6,1,0,0,0,0,1,1
1,Keelan Cole,NYJ,0,1,0,0,0,0,0,0,39.6,0,0,0,0,2,1,9,0,9,0,0
2,Tevin Coleman,NYJ,0,0,0,0,0,0,0,0,,8,50,0,20,0,0,0,0,0,0,0
3,Michael Carter,NYJ,0,0,0,0,0,0,0,0,,8,18,0,6,2,1,2,0,2,0,0
4,Austin Walter,NYJ,0,0,0,0,0,0,0,0,,2,12,0,11,0,0,0,0,0,0,0
5,Braxton Berrios,NYJ,0,0,0,0,0,0,0,0,,2,10,1,8,1,1,26,0,4,0,0
6,Jamison Crowder,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,40,0,14,0,0
7,Ryan Griffin,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,39,0,23,0,0
8,Tyler Kroft,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,35,0,24,0,0
9,Trevon Wesco,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,19,0,19,0,0
10,Denzel Mims,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0
13,Tua Tagovailoa,MIA,16,27,196,2,2,1,0,37,75.5,7,19,0,9,0,0,0,0,0,1,0
14,Duke Johnson,MIA,0,0,0,0,0,0,0,0,,22,107,2,12,1,1,20,0,20,0,0
15,Myles Gaskin,MIA,0,0,0,0,0,0,0,0,,10,54,0,30,0,0,0,0,0,0,0
16,Jacoby Brissett,MIA,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
17,Albert Wilson,MIA,0,0,0,0,0,0,0,0,,1,1,0,1,2,1,9,0,9,0,0
18,DeVante Parker,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,68,1,37,0,0
19,Isaiah Ford,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,51,0,27,0,0
20,Mike Gesicki,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,43,0,20,0,0
21,Durham Smythe,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
22,Christian Wilkins,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,0,0
23,Mack Hollins,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
24,Hunter Long,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
25,Clayton Fejedelem,MIA,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,1
