,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,J.C. Jackson,NWE,0,5,2,40.0%,42,21.0,8.4,0,70.4,18.0,26,16,0,0,0,0.0,0,3,2,40.0%
1,Kyle Dugger,NWE,0,4,1,25.0%,0,0.0,0.0,0,39.6,3.5,0,0,0,0,0,0.0,0,5,0,0.0%
2,Devin McCourty,NWE,1,1,1,100.0%,7,7.0,7.0,0,56.2,5.0,5,2,0,0,0,0.0,0,6,0,0.0%
3,Deatrich Wise Jr.,NWE,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
4,Myles Bryant,NWE,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,1,0,0.0%
5,Adrian Phillips,NWE,0,0,0,,,,,,,,,,0,0,0,0.0,0,7,1,12.5%
6,Matt Judon,NWE,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,0,0.0%
7,Dont'a Hightower,NWE,0,0,0,,,,,,,,,,3,0,0,0.0,0,4,0,0.0%
9,Kenny Moore,IND,0,14,8,57.1%,78,9.8,5.6,0,72.9,9.6,24,54,2,0,0,0.0,0,6,0,0.0%
10,Isaiah Rodgers,IND,0,6,5,83.3%,76,15.2,12.7,1,158.3,13.7,75,1,0,0,0,0.0,0,6,0,0.0%
11,Darius Leonard,IND,1,5,4,80.0%,34,8.5,6.8,0,55.4,5.6,16,18,3,0,1,0.0,1,10,0,0.0%
12,Khari Willis,IND,0,7,4,57.1%,63,15.8,9.0,0,87.2,11.1,55,8,6,0,0,0.0,0,9,0,0.0%
13,Andrew Sendejo,IND,0,4,2,50.0%,21,10.5,5.3,1,105.2,10.5,17,4,0,0,0,0.0,0,4,0,0.0%
14,Kemoko Turay,IND,0,1,1,100.0%,7,7.0,7.0,1,135.4,7.0,7,0,0,0,1,0.0,1,0,0,
15,Bobby Okereke,IND,1,4,1,25.0%,9,9.0,2.3,0,0.0,9.0,8,1,4,0,0,0.0,0,3,0,0.0%
16,T.J. Carrie,IND,0,1,1,100.0%,8,8.0,8.0,0,100.0,6.0,6,2,0,0,0,0.0,0,1,0,0.0%
17,Xavier Rhodes,IND,0,3,1,33.3%,10,10.0,3.3,0,43.7,17.7,10,0,0,0,0,0.0,0,2,1,33.3%
18,DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,1,20.0%
19,Kwity Paye,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
20,Rock Ya-Sin,IND,0,1,0,0.0%,,,0.0,,39.6,12.0,,,0,0,0,0.0,0,1,0,0.0%
21,Al-Quadin Muhammad,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
