,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Eddy Pineiro,NYJ,3,3,1,1,0,0,,0
1,Braden Mann,NYJ,,,,,6,279,46.5,63
4,Jason Sanders,MIA,4,4,1,1,0,0,,0
5,Michael Palardy,MIA,,,,,3,159,53.0,56
