,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Taysom Hill,NOR,11,33,0,19,1.7,14,1.3,0,
1,Alvin Kamara,NOR,11,18,4,-1,-0.1,19,1.7,2,5.5
2,Mark Ingram,NOR,9,10,1,0,0.0,10,1.1,0,
4,Leonard Fournette,TAM,9,34,0,17,1.9,17,1.9,1,9.0
5,Ronald Jones II,TAM,8,63,2,39,4.9,24,3.0,2,4.0
6,Ke'Shawn Vaughn,TAM,3,19,1,1,0.3,18,6.0,1,3.0
7,Tom Brady,TAM,1,2,0,0,0.0,2,2.0,0,
