,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Dalvin Cook,MIN,28,89,2,65,2.3,24,0.9,2,14.0
1,Kene Nwangwu,MIN,3,33,2,23,7.7,10,3.3,1,3.0
2,Kirk Cousins,MIN,2,10,0,10,5.0,0,0.0,0,
4,David Montgomery,CHI,18,60,4,31,1.7,29,1.6,2,9.0
5,Justin Fields,CHI,7,35,3,32,4.6,3,0.4,0,
6,Jakeem Grant,CHI,2,17,1,9,4.5,8,4.0,1,2.0
7,Darnell Mooney,CHI,1,3,0,3,3.0,0,0.0,0,
