,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Germaine Pratt,CIN,0,8,7,87.5%,89,12.7,11.1,0,113.0,4.6,30,59,4,0,0,0.5,1,15,1,6.3%
1,Vonn Bell,CIN,0,2,2,100.0%,26,13.0,13.0,0,118.7,5.0,10,16,1,1,0,0.0,1,6,0,0.0%
2,Eli Apple,CIN,0,5,2,40.0%,9,4.5,1.8,0,47.9,16.6,-9,18,0,0,0,0.0,0,1,1,50.0%
3,Trae Waynes,CIN,0,4,2,50.0%,33,16.5,8.3,1,117.7,10.5,32,1,0,0,0,0.0,0,2,1,33.3%
4,Mike Hilton,CIN,0,5,2,40.0%,16,8.0,3.2,0,48.7,14.0,16,0,1,0,0,0.0,0,4,0,0.0%
5,Trey Hendrickson,CIN,0,1,1,100.0%,-1,-1.0,-1.0,0,79.2,-2.0,-2,1,0,0,1,0.5,2,3,0,0.0%
6,Joe Bachie,CIN,0,1,1,100.0%,3,3.0,3.0,0,79.2,2.0,2,1,0,0,0,0.0,0,6,0,0.0%
7,Jessie Bates III,CIN,0,3,1,33.3%,11,11.0,3.7,0,45.1,15.7,4,7,0,0,0,0.0,0,5,0,0.0%
8,Larry Ogunjobi,CIN,0,0,0,,,,,,,,,,4,1,0,1.5,3,4,0,0.0%
9,Markus Bailey,CIN,0,2,0,0.0%,,,0.0,,39.6,8.0,,,2,0,0,0.5,1,5,0,0.0%
10,Khalid Kareem,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
11,Tre Flowers,CIN,0,1,0,0.0%,,,0.0,,39.6,25.0,,,0,0,0,0.0,0,1,0,0.0%
12,Ricardo Allen,CIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
14,Jonas Griffith,DEN,0,6,4,66.7%,13,3.3,2.2,0,70.1,4.5,9,4,1,0,2,0.0,2,9,0,0.0%
15,Bryce Callahan,DEN,0,4,3,75.0%,42,14.0,10.5,0,108.3,14.8,22,20,0,0,0,0.0,0,2,2,50.0%
16,Baron Browning,DEN,0,3,3,100.0%,13,4.3,4.3,0,84.7,-1.0,-3,16,1,0,0,0.0,0,10,0,0.0%
17,Justin Simmons,DEN,0,2,2,100.0%,60,30.0,30.0,1,158.3,8.0,16,44,1,0,0,1.5,2,4,1,20.0%
18,Patrick Surtain II,DEN,0,3,2,66.7%,21,10.5,7.0,0,86.8,13.0,20,1,0,0,0,0.0,0,5,0,0.0%
19,Nate Hairston,DEN,0,1,1,100.0%,8,8.0,8.0,0,100.0,3.0,3,5,0,0,0,0.0,0,1,0,0.0%
20,Jonathon Cooper,DEN,0,0,0,,,,,,,,,,0,1,0,0.5,2,6,0,0.0%
21,Shelby Harris,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
22,Stephen Weatherly,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
23,DeShawn Williams,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
24,Ronald Darby,DEN,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,2,0,0.0%
25,Bradley Chubb,DEN,0,1,0,0.0%,,,0.0,,39.6,4.0,,,0,0,0,0.0,0,4,0,0.0%
