,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Joe Mixon,CIN,17,58,1,45,2.6,13,0.8,1,17.0
1,Joe Burrow,CIN,5,25,3,25,5.0,0,0.0,0,
2,Samaje Perine,CIN,4,30,1,26,6.5,4,1.0,0,
4,Melvin Gordon,DEN,15,53,2,41,2.7,12,0.8,0,
5,Javonte Williams,DEN,15,72,5,54,3.6,18,1.2,1,15.0
6,Teddy Bridgewater,DEN,3,10,3,9,3.0,1,0.3,0,
7,Drew Lock,DEN,1,-2,0,-2,-2.0,0,0.0,0,
