,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Hunter Renfrow,LVR,0,0,,0,0,4,31,7.8,0,29
1,Jalen Richard,LVR,2,37,18.5,0,23,0,0,,0,0
4,Donovan Peoples-Jones,CLE,0,0,,0,0,1,20,20.0,0,20
5,Demetric Felton,CLE,1,24,24.0,0,24,0,0,,0,0
