,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Kevin Huber,CIN,,,,,7,368,52.6,61
1,Evan McPherson,CIN,,,3,3,0,0,,0
4,Brandon McManus,DEN,1,1,1,2,0,0,,0
5,Sam Martin,DEN,,,,,6,309,51.5,63
