,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Cordarrelle Patterson,ATL,11,18,,17,1.5,1,0.1,0,
1,Mike Davis,ATL,6,21,1,9,1.5,12,2.0,3,2.0
2,Matt Ryan,ATL,5,20,2,19,3.8,1,0.2,0,
3,Qadree Ollison,ATL,1,3,,2,2.0,1,1.0,0,
5,Jeff Wilson,SFO,21,110,6,79,3.8,31,1.5,1,21.0
6,Deebo Samuel,SFO,6,29,2,19,3.2,10,1.7,2,3.0
7,Jimmy Garoppolo,SFO,3,4,1,2,0.7,2,0.7,0,
8,Jamycal Hasty,SFO,1,13,1,9,9.0,4,4.0,1,1.0
9,Kyle Juszczyk,SFO,1,6,1,6,6.0,0,0.0,0,
