,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Desmond King,HOU,0,0,,0,0,3,31,10.3,0,16
1,Tremon Smith,HOU,2,121,60.5,1,98,0,0,,0,0
4,Jaydon Mickens,JAX,2,36,18.0,0,20,3,49,16.3,0,48
