,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Avery Williams,ATL,3,79,26.3,0,33,1,23,23.0,0,23
1,Olamide Zaccheaus,ATL,1,24,24.0,0,24,0,0,,0,0
4,Brandon Aiyuk,SFO,0,0,,0,0,2,8,4.0,0,10
5,Jamycal Hasty,SFO,2,13,6.5,0,13,0,0,,0,0
