,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Cam Newton,CAR,18,38,156,1,1,4,32,23,56.5,15,71,1,13,0,0,0,0,0,2,0
1,Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,8,40,0,21,1,1,1,0,1,0,0
2,Robby Anderson,CAR,0,0,0,0,0,0,0,0,,2,33,0,30,8,3,29,0,13,0,0
3,Ameer Abdullah,CAR,0,0,0,0,0,0,0,0,,4,7,0,7,4,4,48,1,23,0,0
4,D.J. Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,11,6,48,0,16,0,0
5,Brandon Zylstra,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,17,0,9,0,0
6,Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,8,0,8,0,0
7,Ian Thomas,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0
8,Willie Snead,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
9,Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
10,Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
13,Josh Allen,BUF,19,34,210,3,1,4,17,28,91.5,3,24,0,26,0,0,0,0,0,1,0
14,Devin Singletary,BUF,0,0,0,0,0,0,0,0,,22,86,1,16,1,1,10,0,10,0,0
15,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,1,8,0,8,2,1,7,0,7,0,0
16,Matt Breida,BUF,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0
17,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,85,2,28,0,0
18,Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,38,0,15,0,0
19,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,35,1,11,0,0
20,Cole Beasley,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,35,0,12,0,0
21,Tommy Sweeney,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
