,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Dak Prescott,DAL,28,37,217,1,0,3,14,19,98.6,2,-1,0,0,0,0,0,0,0,1,1
1,Tony Pollard,DAL,0,0,0,0,0,0,0,0,,12,74,0,17,3,3,13,0,7,1,0
2,Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,16,52,1,13,4,3,20,0,11,0,0
3,Dalton Schultz,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,8,8,67,1,15,0,0
4,CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,50,0,16,0,0
5,Michael Gallup,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,32,0,19,0,0
6,Jeremy Sprinkle,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,21,0,11,0,0
7,Amari Cooper,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,8,0,5,0,0
8,Malik Turner,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
11,Mike Glennon,NYG,13,24,99,0,3,0,0,16,24.8,1,0,0,0,0,0,0,0,0,0,0
12,Jake Fromm,NYG,6,12,82,0,0,1,3,36,72.2,0,0,0,0,0,0,0,0,0,0,0
13,Devontae Booker,NYG,0,0,0,0,0,0,0,0,,8,74,0,31,2,2,8,0,4,0,0
14,Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,15,50,0,6,8,4,24,0,15,1,1
15,Kenny Golladay,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,53,0,36,0,0
16,Evan Engram,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,33,0,15,0,0
17,Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,23,0,14,0,0
18,Collin Johnson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,0,16,0,0
19,Sterling Shepard,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,15,0,8,0,0
20,Kyle Rudolph,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
21,Pharoh Cooper,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
