,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Gunner Olszewski,NWE,3,65,21.7,0,26,1,13,13.0,0,13
3,Andre Roberts,HOU,3,70,23.3,0,24,1,11,11.0,0,11
