,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Kyle Juszczyk,SFO,4,3,35,0,2,8,2.7,27,9.0,12.3,1,3.0,0,0.0,0,101.0
1,Deebo Samuel,SFO,9,3,58,0,2,38,12.7,20,6.7,8.0,0,,2,22.2,0,56.7
2,Brandon Aiyuk,SFO,4,2,32,0,2,17,8.5,15,7.5,6.0,0,,0,0.0,0,77.1
3,Ross Dwelley,SFO,2,2,25,0,,21,10.5,4,2.0,10.5,0,,0,0.0,0,118.7
4,Elijah Mitchell,SFO,2,2,19,0,1,-3,-1.5,22,11.0,-1.5,0,,0,0.0,0,106.2
5,Mohamed Sanu,SFO,3,2,19,0,2,14,7.0,5,2.5,11.3,0,,1,33.3,0,84.0
6,Charlie Woerner,SFO,1,1,4,0,,3,3.0,1,1.0,3.0,0,,0,0.0,0,83.3
7,Travis Benjamin,SFO,3,0,0,0,,0,,0,,20.0,0,,0,0.0,1,0.0
9,DeAndre Hopkins,ARI,9,6,87,1,6,74,12.3,13,2.2,18.2,0,,0,0.0,0,135.0
10,Christian Kirk,ARI,5,5,39,0,1,15,3.0,24,4.8,3.0,0,,0,0.0,0,99.2
11,Rondale Moore,ARI,6,5,59,0,2,30,6.0,29,5.8,5.0,0,,0,0.0,0,107.6
12,Chase Edmonds,ARI,4,3,19,0,0,-8,-2.7,27,9.0,-1.3,0,,1,25.0,0,84.4
13,James Conner,ARI,1,1,8,0,0,-1,-1.0,9,9.0,-1.0,0,,0,0.0,0,100.0
14,A.J. Green,ARI,2,1,13,0,1,11,11.0,2,2.0,7.0,0,,0,0.0,0,70.8
15,Maxx Williams,ARI,1,1,14,0,1,0,0.0,14,14.0,0.0,1,1.0,0,0.0,0,118.7
