,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,C.J. Board,NYG,2,54,27.0,0,33,1,7,7.0,0,7
3,CeeDee Lamb,DAL,0,0,,0,0,1,17,17.0,0,17
