,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Jameis Winston,NOR,15,30,279,4,1,2,8,72,108.2,6,26,0,12,0,0,0,0,0,1,1
1,Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,16,71,1,23,8,5,51,1,20,0,0
2,Kenny Stills,NOR,0,0,0,0,0,0,0,0,,1,1,0,1,5,2,17,0,11,0,0
3,Marquez Callaway,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,85,2,49,0,0
4,Deonte Harris,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,72,1,72,0,0
5,Adam Trautman,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,43,0,32,0,0
6,Taysom Hill,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0
7,Chris Hogan,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
8,Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
11,Taylor Heinicke,WAS,20,41,248,0,2,2,6,27,47.6,5,40,0,16,0,0,0,0,0,0,0
12,Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,20,60,2,16,2,2,12,0,9,0,0
13,Jaret Patterson,WAS,0,0,0,0,0,0,0,0,,4,13,0,9,0,0,0,0,0,0,0
14,DeAndre Carter,WAS,0,0,0,0,0,0,0,0,,1,11,0,11,8,4,62,0,26,0,0
15,Curtis Samuel,WAS,0,0,0,0,0,0,0,0,,1,8,0,8,1,0,0,0,0,0,0
16,Adam Humphries,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,73,0,27,0,0
17,Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,11,4,46,0,18,0,0
18,Ricky Seals-Jones,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,41,0,16,0,0
19,Dax Milne,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
20,J.D. McKissic,WAS,0,0,0,0,0,0,0,0,,2,-1,0,1,4,1,8,0,8,0,0
