,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Isaiah McKenzie,BUF,1,4,4.0,0,4,1,7,7.0,0,7
3,Byron Pringle,KAN,3,92,30.7,0,33,0,0,,0,0
