,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Sanders,MIA,2,2,1,1,0,0,,0
1,Michael Palardy,MIA,,,,,4,154,38.5,44
4,Ryan Succop,TAM,6,6,1,1,0,0,,0
5,Bradley Pinion,TAM,,,,1,1,41,41.0,41
