,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Brandon McManus,DEN,1,1,2,2,0,0,,0
1,Sam Martin,DEN,,,,,4,176,44.0,52
4,Chris Boswell,PIT,3,3,2,2,0,0,,0
5,Pressley Harvin III,PIT,,,,,2,119,59.5,63
